od_f,od_nf,in_degree_nf,out_degree_f,SCH_DEP_DTMZ_nf
GIGPTY,PTYADZ,12,34,1569941160000000000
ROSPTY,PTYADZ,12,22,1569941160000000000
LIMPTY,PTYADZ,12,23,1569941160000000000
VVIPTY,PTYADZ,12,23,1569941160000000000
GRUPTY,PTYADZ,12,24,1569941160000000000
MIAPTY,PTYADZ,12,20,1569941160000000000
JFKPTY,PTYADZ,12,17,1569941160000000000
LIMPTY,PTYADZ,12,26,1569941160000000000
LIMPTY,PTYADZ,12,22,1569941160000000000
SCLPTY,PTYADZ,12,19,1569941160000000000
SCLPTY,PTYADZ,12,19,1569941160000000000
GRUPTY,PTYADZ,12,27,1569941160000000000
SJOPTY,PTYASU,25,20,1569964680000000000
CLOPTY,PTYASU,25,22,1569964680000000000
SFOPTY,PTYASU,25,26,1569964680000000000
CUNPTY,PTYASU,25,21,1569964680000000000
BOGPTY,PTYASU,25,24,1569964680000000000
JFKPTY,PTYASU,25,22,1569964680000000000
SDQPTY,PTYASU,25,20,1569964680000000000
BOSPTY,PTYASU,25,25,1569964680000000000
TGUPTY,PTYASU,25,14,1569964680000000000
MCOPTY,PTYASU,25,19,1569964680000000000
UIOPTY,PTYASU,25,26,1569964680000000000
IADPTY,PTYASU,25,21,1569964680000000000
GUAPTY,PTYASU,25,14,1569964680000000000
MIAPTY,PTYASU,25,17,1569964680000000000
YYZPTY,PTYASU,25,25,1569964680000000000
CCSPTY,PTYASU,25,19,1569964680000000000
CTGPTY,PTYASU,25,20,1569964680000000000
CUNPTY,PTYASU,25,18,1569964680000000000
SJUPTY,PTYASU,25,24,1569964680000000000
MEXPTY,PTYASU,25,23,1569964680000000000
ORDPTY,PTYASU,25,27,1569964680000000000
SALPTY,PTYASU,25,17,1569964680000000000
HAVPTY,PTYASU,25,23,1569964680000000000
YULPTY,PTYASU,25,21,1569964680000000000
MIAPTY,PTYASU,25,14,1569964680000000000
MDEPTY,PTYAUA,23,23,1569939360000000000
BSBPTY,PTYAUA,23,25,1569939360000000000
SDQPTY,PTYAUA,23,24,1569939360000000000
BOGPTY,PTYAUA,23,18,1569939360000000000
POSPTY,PTYAUA,23,20,1569939360000000000
BAQPTY,PTYAUA,23,13,1569939360000000000
CNFPTY,PTYAUA,23,21,1569939360000000000
SJOPTY,PTYAUA,23,19,1569939360000000000
HAVPTY,PTYAUA,23,9,1569939360000000000
CLOPTY,PTYAUA,23,28,1569939360000000000
ROSPTY,PTYAUA,23,22,1569939360000000000
MDZPTY,PTYAUA,23,23,1569939360000000000
CCSPTY,PTYAUA,23,22,1569939360000000000
EZEPTY,PTYAUA,23,31,1569939360000000000
CORPTY,PTYAUA,23,26,1569939360000000000
ASUPTY,PTYAUA,23,21,1569939360000000000
SJUPTY,PTYAUA,23,24,1569939360000000000
LIMPTY,PTYAUA,23,26,1569939360000000000
MVDPTY,PTYAUA,23,22,1569939360000000000
LIMPTY,PTYAUA,23,22,1569939360000000000
POAPTY,PTYAUA,23,24,1569939360000000000
SCLPTY,PTYAUA,23,19,1569939360000000000
GRUPTY,PTYAUA,23,27,1569939360000000000
GRUPTY,PTYBAQ,10,25,1569947040000000000
SFOPTY,PTYBAQ,10,26,1569947040000000000
EZEPTY,PTYBAQ,10,22,1569947040000000000
SJOPTY,PTYBAQ,10,18,1569947040000000000
SCLPTY,PTYBAQ,10,21,1569947040000000000
SCLPTY,PTYBAQ,10,23,1569947040000000000
SJUPTY,PTYBAQ,10,24,1569947040000000000
MEXPTY,PTYBAQ,10,27,1569947040000000000
MIAPTY,PTYBAQ,10,14,1569947040000000000
GRUPTY,PTYBAQ,10,27,1569947040000000000
SJOPTY,PTYBOG,17,16,1569939840000000000
BSBPTY,PTYBOG,17,25,1569939840000000000
SDQPTY,PTYBOG,17,24,1569939840000000000
CNFPTY,PTYBOG,17,21,1569939840000000000
SJOPTY,PTYBOG,17,19,1569939840000000000
GIGPTY,PTYBOG,17,34,1569939840000000000
VVIPTY,PTYBOG,17,23,1569939840000000000
UIOPTY,PTYBOG,17,26,1569939840000000000
CCSPTY,PTYBOG,17,22,1569939840000000000
CORPTY,PTYBOG,17,26,1569939840000000000
ASUPTY,PTYBOG,17,21,1569939840000000000
MIAPTY,PTYBOG,17,20,1569939840000000000
SJUPTY,PTYBOG,17,24,1569939840000000000
JFKPTY,PTYBOG,17,17,1569939840000000000
POAPTY,PTYBOG,17,24,1569939840000000000
SCLPTY,PTYBOG,17,19,1569939840000000000
GRUPTY,PTYBOG,17,27,1569939840000000000
SFOPTY,PTYBOG,19,26,1569948540000000000
POSPTY,PTYBOG,19,20,1569948540000000000
LASPTY,PTYBOG,19,27,1569948540000000000
EZEPTY,PTYBOG,19,22,1569948540000000000
SJOPTY,PTYBOG,19,18,1569948540000000000
SDQPTY,PTYBOG,19,22,1569948540000000000
CUNPTY,PTYBOG,19,21,1569948540000000000
MTYPTY,PTYBOG,19,20,1569948540000000000
SCLPTY,PTYBOG,19,23,1569948540000000000
CCSPTY,PTYBOG,19,22,1569948540000000000
HAVPTY,PTYBOG,19,6,1569948540000000000
GDLPTY,PTYBOG,19,18,1569948540000000000
SJOPTY,PTYBOG,19,12,1569948540000000000
LIMPTY,PTYBOG,19,26,1569948540000000000
MSYPTY,PTYBOG,19,17,1569948540000000000
SALPTY,PTYBOG,19,17,1569948540000000000
MEXPTY,PTYBOG,19,27,1569948540000000000
GUAPTY,PTYBOG,19,19,1569948540000000000
MIAPTY,PTYBOG,19,14,1569948540000000000
SJOPTY,PTYBOG,21,20,1569961800000000000
GRUPTY,PTYBOG,21,25,1569961800000000000
DAVPTY,PTYBOG,21,12,1569961800000000000
MGAPTY,PTYBOG,21,14,1569961800000000000
CUNPTY,PTYBOG,21,21,1569961800000000000
JFKPTY,PTYBOG,21,22,1569961800000000000
SDQPTY,PTYBOG,21,20,1569961800000000000
BOSPTY,PTYBOG,21,25,1569961800000000000
TGUPTY,PTYBOG,21,14,1569961800000000000
MCOPTY,PTYBOG,21,19,1569961800000000000
IADPTY,PTYBOG,21,21,1569961800000000000
GUAPTY,PTYBOG,21,14,1569961800000000000
MIAPTY,PTYBOG,21,17,1569961800000000000
YYZPTY,PTYBOG,21,25,1569961800000000000
AUAPTY,PTYBOG,21,16,1569961800000000000
CCSPTY,PTYBOG,21,19,1569961800000000000
CUNPTY,PTYBOG,21,18,1569961800000000000
ORDPTY,PTYBOG,21,27,1569961800000000000
HAVPTY,PTYBOG,21,23,1569961800000000000
YULPTY,PTYBOG,21,21,1569961800000000000
ASUPTY,PTYBOG,21,14,1569961800000000000
SFOPTY,PTYBOG,14,26,1569962940000000000
SJOPTY,PTYBOG,14,13,1569962940000000000
CUNPTY,PTYBOG,14,21,1569962940000000000
BOSPTY,PTYBOG,14,25,1569962940000000000
SNUPTY,PTYBOG,14,16,1569962940000000000
CUNPTY,PTYBOG,14,21,1569962940000000000
TGUPTY,PTYBOG,14,14,1569962940000000000
MCOPTY,PTYBOG,14,19,1569962940000000000
IADPTY,PTYBOG,14,21,1569962940000000000
GUAPTY,PTYBOG,14,14,1569962940000000000
GDLPTY,PTYBOG,14,18,1569962940000000000
CCSPTY,PTYBOG,14,19,1569962940000000000
MEXPTY,PTYBOG,14,23,1569962940000000000
ORDPTY,PTYBOG,14,27,1569962940000000000
HAVPTY,PTYBOG,26,8,1569972660000000000
SCLPTY,PTYBOG,26,12,1569972660000000000
PUJPTY,PTYBOG,26,10,1569972660000000000
GUAPTY,PTYBOG,26,9,1569972660000000000
SJOPTY,PTYBOG,26,13,1569972660000000000
GYEPTY,PTYBOG,26,9,1569972660000000000
SJOPTY,PTYBOG,26,13,1569972660000000000
MARPTY,PTYBOG,26,4,1569972660000000000
MIAPTY,PTYBOG,26,7,1569972660000000000
UIOPTY,PTYBOG,26,15,1569972660000000000
EZEPTY,PTYBOG,26,13,1569972660000000000
CUNPTY,PTYBOG,26,7,1569972660000000000
MGAPTY,PTYBOG,26,11,1569972660000000000
BZEPTY,PTYBOG,26,5,1569972660000000000
VLNPTY,PTYBOG,26,6,1569972660000000000
SJOPTY,PTYBOG,26,11,1569972660000000000
SDQPTY,PTYBOG,26,11,1569972660000000000
MEXPTY,PTYBOG,26,8,1569972660000000000
GIGPTY,PTYBOG,26,16,1569972660000000000
GRUPTY,PTYBOG,26,15,1569972660000000000
SAPPTY,PTYBOG,26,13,1569972660000000000
CCSPTY,PTYBOG,26,19,1569972660000000000
MCOPTY,PTYBOG,26,8,1569972660000000000
VVIPTY,PTYBOG,26,12,1569972660000000000
TPAPTY,PTYBOG,26,7,1569972660000000000
CUNPTY,PTYBOG,26,8,1569972660000000000
LIMPTY,PTYBOS,23,26,1569951180000000000
GYEPTY,PTYBOS,23,18,1569951180000000000
MDEPTY,PTYBOS,23,23,1569951180000000000
MDEPTY,PTYBOS,23,19,1569951180000000000
BSBPTY,PTYBOS,23,25,1569951180000000000
CLOPTY,PTYBOS,23,22,1569951180000000000
GRUPTY,PTYBOS,23,25,1569951180000000000
CTGPTY,PTYBOS,23,18,1569951180000000000
CNFPTY,PTYBOS,23,21,1569951180000000000
CLOPTY,PTYBOS,23,28,1569951180000000000
GIGPTY,PTYBOS,23,34,1569951180000000000
BOGPTY,PTYBOS,23,23,1569951180000000000
EZEPTY,PTYBOS,23,22,1569951180000000000
VVIPTY,PTYBOS,23,23,1569951180000000000
SJOPTY,PTYBOS,23,18,1569951180000000000
SCLPTY,PTYBOS,23,23,1569951180000000000
SJOPTY,PTYBOS,23,12,1569951180000000000
PEIPTY,PTYBOS,23,29,1569951180000000000
UIOPTY,PTYBOS,23,21,1569951180000000000
POAPTY,PTYBOS,23,24,1569951180000000000
SALPTY,PTYBOS,23,17,1569951180000000000
GUAPTY,PTYBOS,23,19,1569951180000000000
ASUPTY,PTYBOS,23,14,1569951180000000000
SFOPTY,PTYBSB,24,26,1569962520000000000
SJOPTY,PTYBSB,24,13,1569962520000000000
POSPTY,PTYBSB,24,20,1569962520000000000
CTGPTY,PTYBSB,24,18,1569962520000000000
MBJPTY,PTYBSB,24,15,1569962520000000000
PAPPTY,PTYBSB,24,12,1569962520000000000
PUJPTY,PTYBSB,24,12,1569962520000000000
BOGPTY,PTYBSB,24,24,1569962520000000000
JFKPTY,PTYBSB,24,22,1569962520000000000
BOSPTY,PTYBSB,24,25,1569962520000000000
MCOPTY,PTYBSB,24,19,1569962520000000000
CURPTY,PTYBSB,24,21,1569962520000000000
IADPTY,PTYBSB,24,21,1569962520000000000
MIAPTY,PTYBSB,24,17,1569962520000000000
YYZPTY,PTYBSB,24,25,1569962520000000000
AUAPTY,PTYBSB,24,16,1569962520000000000
CUNPTY,PTYBSB,24,18,1569962520000000000
PEIPTY,PTYBSB,24,29,1569962520000000000
MEXPTY,PTYBSB,24,23,1569962520000000000
ORDPTY,PTYBSB,24,27,1569962520000000000
MSYPTY,PTYBSB,24,17,1569962520000000000
PUJPTY,PTYBSB,24,10,1569962520000000000
HAVPTY,PTYBSB,24,23,1569962520000000000
YULPTY,PTYBSB,24,21,1569962520000000000
GRUPTY,PTYBZE,9,25,1569948000000000000
POSPTY,PTYBZE,9,20,1569948000000000000
CTGPTY,PTYBZE,9,18,1569948000000000000
BAQPTY,PTYBZE,9,13,1569948000000000000
CCSPTY,PTYBZE,9,22,1569948000000000000
SJOPTY,PTYBZE,9,12,1569948000000000000
SJUPTY,PTYBZE,9,24,1569948000000000000
LIMPTY,PTYBZE,9,26,1569948000000000000
GRUPTY,PTYBZE,9,27,1569948000000000000
GYEPTY,PTYCCS,20,18,1569938280000000000
MDEPTY,PTYCCS,20,23,1569938280000000000
SDQPTY,PTYCCS,20,24,1569938280000000000
BOGPTY,PTYCCS,20,18,1569938280000000000
SJOPTY,PTYCCS,20,19,1569938280000000000
GIGPTY,PTYCCS,20,34,1569938280000000000
ROSPTY,PTYCCS,20,22,1569938280000000000
LIMPTY,PTYCCS,20,23,1569938280000000000
VVIPTY,PTYCCS,20,23,1569938280000000000
MDZPTY,PTYCCS,20,23,1569938280000000000
SCLPTY,PTYCCS,20,21,1569938280000000000
UIOPTY,PTYCCS,20,26,1569938280000000000
EZEPTY,PTYCCS,20,31,1569938280000000000
ASUPTY,PTYCCS,20,21,1569938280000000000
LIMPTY,PTYCCS,20,26,1569938280000000000
MVDPTY,PTYCCS,20,22,1569938280000000000
LIMPTY,PTYCCS,20,22,1569938280000000000
SCLPTY,PTYCCS,20,19,1569938280000000000
SCLPTY,PTYCCS,20,19,1569938280000000000
GRUPTY,PTYCCS,20,27,1569938280000000000
LIMPTY,PTYCCS,18,26,1569959760000000000
GYEPTY,PTYCCS,18,18,1569959760000000000
SJOPTY,PTYCCS,18,20,1569959760000000000
MDEPTY,PTYCCS,18,19,1569959760000000000
GRUPTY,PTYCCS,18,25,1569959760000000000
SJOPTY,PTYCCS,18,19,1569959760000000000
BOGPTY,PTYCCS,18,24,1569959760000000000
CUNPTY,PTYCCS,18,21,1569959760000000000
MTYPTY,PTYCCS,18,20,1569959760000000000
CORPTY,PTYCCS,18,26,1569959760000000000
HAVPTY,PTYCCS,18,12,1569959760000000000
MIAPTY,PTYCCS,18,17,1569959760000000000
YYZPTY,PTYCCS,18,25,1569959760000000000
SJOPTY,PTYCCS,18,12,1569959760000000000
MEXPTY,PTYCCS,18,23,1569959760000000000
SCLPTY,PTYCCS,18,19,1569959760000000000
MEXPTY,PTYCCS,18,27,1569959760000000000
YULPTY,PTYCCS,18,21,1569959760000000000
SFOPTY,PTYCIX,7,26,1569946860000000000
CUNPTY,PTYCIX,7,21,1569946860000000000
MIAPTY,PTYCIX,7,20,1569946860000000000
PEIPTY,PTYCIX,7,29,1569946860000000000
JFKPTY,PTYCIX,7,17,1569946860000000000
MSYPTY,PTYCIX,7,17,1569946860000000000
MIAPTY,PTYCIX,7,14,1569946860000000000
BSBPTY,PTYCLO,12,25,1569940980000000000
SDQPTY,PTYCLO,12,24,1569940980000000000
SJOPTY,PTYCLO,12,19,1569940980000000000
HAVPTY,PTYCLO,12,9,1569940980000000000
SCLPTY,PTYCLO,12,21,1569940980000000000
EZEPTY,PTYCLO,12,31,1569940980000000000
MIAPTY,PTYCLO,12,20,1569940980000000000
SJUPTY,PTYCLO,12,24,1569940980000000000
LIMPTY,PTYCLO,12,26,1569940980000000000
MVDPTY,PTYCLO,12,22,1569940980000000000
SCLPTY,PTYCLO,12,19,1569940980000000000
GRUPTY,PTYCLO,12,27,1569940980000000000
SFOPTY,PTYCLO,21,26,1569962280000000000
MBJPTY,PTYCLO,21,15,1569962280000000000
CUNPTY,PTYCLO,21,21,1569962280000000000
JFKPTY,PTYCLO,21,22,1569962280000000000
EZEPTY,PTYCLO,21,22,1569962280000000000
BOSPTY,PTYCLO,21,25,1569962280000000000
TGUPTY,PTYCLO,21,14,1569962280000000000
MCOPTY,PTYCLO,21,19,1569962280000000000
SCLPTY,PTYCLO,21,23,1569962280000000000
IADPTY,PTYCLO,21,21,1569962280000000000
GUAPTY,PTYCLO,21,14,1569962280000000000
MIAPTY,PTYCLO,21,17,1569962280000000000
YYZPTY,PTYCLO,21,25,1569962280000000000
GDLPTY,PTYCLO,21,18,1569962280000000000
CUNPTY,PTYCLO,21,18,1569962280000000000
MEXPTY,PTYCLO,21,23,1569962280000000000
ORDPTY,PTYCLO,21,27,1569962280000000000
MSYPTY,PTYCLO,21,17,1569962280000000000
MEXPTY,PTYCLO,21,27,1569962280000000000
YULPTY,PTYCLO,21,21,1569962280000000000
ASUPTY,PTYCLO,21,14,1569962280000000000
SCLPTY,PTYCLO,13,12,1569974160000000000
PUJPTY,PTYCLO,13,10,1569974160000000000
SALPTY,PTYCLO,13,12,1569974160000000000
UIOPTY,PTYCLO,13,15,1569974160000000000
CUNPTY,PTYCLO,13,7,1569974160000000000
MEXPTY,PTYCLO,13,8,1569974160000000000
CURPTY,PTYCLO,13,21,1569974160000000000
MVDPTY,PTYCLO,13,11,1569974160000000000
SAPPTY,PTYCLO,13,13,1569974160000000000
YYZPTY,PTYCLO,13,25,1569974160000000000
MCOPTY,PTYCLO,13,8,1569974160000000000
TPAPTY,PTYCLO,13,7,1569974160000000000
CUNPTY,PTYCLO,13,8,1569974160000000000
LASPTY,PTYCNF,18,27,1569962340000000000
PAPPTY,PTYCNF,18,12,1569962340000000000
PUJPTY,PTYCNF,18,12,1569962340000000000
BOGPTY,PTYCNF,18,24,1569962340000000000
JFKPTY,PTYCNF,18,22,1569962340000000000
SDQPTY,PTYCNF,18,20,1569962340000000000
BOSPTY,PTYCNF,18,25,1569962340000000000
MCOPTY,PTYCNF,18,19,1569962340000000000
MIAPTY,PTYCNF,18,17,1569962340000000000
YYZPTY,PTYCNF,18,25,1569962340000000000
AUAPTY,PTYCNF,18,16,1569962340000000000
CTGPTY,PTYCNF,18,20,1569962340000000000
CUNPTY,PTYCNF,18,18,1569962340000000000
PEIPTY,PTYCNF,18,29,1569962340000000000
ORDPTY,PTYCNF,18,27,1569962340000000000
PUJPTY,PTYCNF,18,10,1569962340000000000
HAVPTY,PTYCNF,18,23,1569962340000000000
YULPTY,PTYCNF,18,21,1569962340000000000
CTGPTY,PTYCOR,28,18,1569962700000000000
MBJPTY,PTYCOR,28,15,1569962700000000000
CUNPTY,PTYCOR,28,21,1569962700000000000
LASPTY,PTYCOR,28,27,1569962700000000000
PUJPTY,PTYCOR,28,12,1569962700000000000
BOGPTY,PTYCOR,28,24,1569962700000000000
SDQPTY,PTYCOR,28,20,1569962700000000000
SNUPTY,PTYCOR,28,16,1569962700000000000
MCOPTY,PTYCOR,28,19,1569962700000000000
MTYPTY,PTYCOR,28,20,1569962700000000000
UIOPTY,PTYCOR,28,26,1569962700000000000
CCSPTY,PTYCOR,28,22,1569962700000000000
CURPTY,PTYCOR,28,21,1569962700000000000
IADPTY,PTYCOR,28,21,1569962700000000000
HAVPTY,PTYCOR,28,12,1569962700000000000
GUAPTY,PTYCOR,28,14,1569962700000000000
YYZPTY,PTYCOR,28,25,1569962700000000000
MDEPTY,PTYCOR,28,19,1569962700000000000
AUAPTY,PTYCOR,28,16,1569962700000000000
CCSPTY,PTYCOR,28,19,1569962700000000000
CTGPTY,PTYCOR,28,20,1569962700000000000
CUNPTY,PTYCOR,28,18,1569962700000000000
MEXPTY,PTYCOR,28,23,1569962700000000000
BAQPTY,PTYCOR,28,14,1569962700000000000
PUJPTY,PTYCOR,28,10,1569962700000000000
MEXPTY,PTYCOR,28,27,1569962700000000000
HAVPTY,PTYCOR,28,23,1569962700000000000
YULPTY,PTYCOR,28,21,1569962700000000000
CNFPTY,PTYCTG,12,21,1569932940000000000
RECPTY,PTYCTG,12,17,1569932940000000000
GIGPTY,PTYCTG,12,34,1569932940000000000
ROSPTY,PTYCTG,12,22,1569932940000000000
LIMPTY,PTYCTG,12,23,1569932940000000000
VVIPTY,PTYCTG,12,23,1569932940000000000
SCLPTY,PTYCTG,12,21,1569932940000000000
EZEPTY,PTYCTG,12,31,1569932940000000000
CORPTY,PTYCTG,12,26,1569932940000000000
GRUPTY,PTYCTG,12,24,1569932940000000000
LIMPTY,PTYCTG,12,22,1569932940000000000
POAPTY,PTYCTG,12,24,1569932940000000000
LIMPTY,PTYCTG,23,26,1569946800000000000
GRUPTY,PTYCTG,23,25,1569946800000000000
SDQPTY,PTYCTG,23,24,1569946800000000000
SFOPTY,PTYCTG,23,26,1569946800000000000
SJOPTY,PTYCTG,23,19,1569946800000000000
RECPTY,PTYCTG,23,17,1569946800000000000
GIGPTY,PTYCTG,23,34,1569946800000000000
EZEPTY,PTYCTG,23,22,1569946800000000000
SJOPTY,PTYCTG,23,18,1569946800000000000
SDQPTY,PTYCTG,23,22,1569946800000000000
CUNPTY,PTYCTG,23,21,1569946800000000000
MDZPTY,PTYCTG,23,23,1569946800000000000
MTYPTY,PTYCTG,23,20,1569946800000000000
SCLPTY,PTYCTG,23,23,1569946800000000000
CCSPTY,PTYCTG,23,22,1569946800000000000
EZEPTY,PTYCTG,23,31,1569946800000000000
GDLPTY,PTYCTG,23,18,1569946800000000000
SJOPTY,PTYCTG,23,12,1569946800000000000
SJUPTY,PTYCTG,23,24,1569946800000000000
MSYPTY,PTYCTG,23,17,1569946800000000000
SCLPTY,PTYCTG,23,19,1569946800000000000
MEXPTY,PTYCTG,23,27,1569946800000000000
GUAPTY,PTYCTG,23,19,1569946800000000000
BSBPTY,PTYCUN,15,25,1569933360000000000
CNFPTY,PTYCUN,15,21,1569933360000000000
GIGPTY,PTYCUN,15,34,1569933360000000000
ROSPTY,PTYCUN,15,22,1569933360000000000
LIMPTY,PTYCUN,15,23,1569933360000000000
SCLPTY,PTYCUN,15,21,1569933360000000000
EZEPTY,PTYCUN,15,31,1569933360000000000
CORPTY,PTYCUN,15,26,1569933360000000000
ASUPTY,PTYCUN,15,21,1569933360000000000
GRUPTY,PTYCUN,15,24,1569933360000000000
MDEPTY,PTYCUN,15,22,1569933360000000000
UIOPTY,PTYCUN,15,21,1569933360000000000
MVDPTY,PTYCUN,15,22,1569933360000000000
LIMPTY,PTYCUN,15,22,1569933360000000000
SCLPTY,PTYCUN,15,19,1569933360000000000
GYEPTY,PTYCUN,20,18,1569933480000000000
SJOPTY,PTYCUN,20,16,1569933480000000000
BSBPTY,PTYCUN,20,25,1569933480000000000
CNFPTY,PTYCUN,20,21,1569933480000000000
CLOPTY,PTYCUN,20,28,1569933480000000000
GIGPTY,PTYCUN,20,34,1569933480000000000
ROSPTY,PTYCUN,20,22,1569933480000000000
LIMPTY,PTYCUN,20,23,1569933480000000000
SCLPTY,PTYCUN,20,21,1569933480000000000
EZEPTY,PTYCUN,20,31,1569933480000000000
CORPTY,PTYCUN,20,26,1569933480000000000
ASUPTY,PTYCUN,20,21,1569933480000000000
GRUPTY,PTYCUN,20,24,1569933480000000000
MDEPTY,PTYCUN,20,22,1569933480000000000
PEIPTY,PTYCUN,20,29,1569933480000000000
UIOPTY,PTYCUN,20,21,1569933480000000000
MVDPTY,PTYCUN,20,22,1569933480000000000
LIMPTY,PTYCUN,20,22,1569933480000000000
POAPTY,PTYCUN,20,24,1569933480000000000
SCLPTY,PTYCUN,20,19,1569933480000000000
GYEPTY,PTYCUN,18,18,1569941520000000000
MDEPTY,PTYCUN,18,23,1569941520000000000
SDQPTY,PTYCUN,18,24,1569941520000000000
BOGPTY,PTYCUN,18,18,1569941520000000000
POSPTY,PTYCUN,18,20,1569941520000000000
BAQPTY,PTYCUN,18,13,1569941520000000000
CLOPTY,PTYCUN,18,28,1569941520000000000
RECPTY,PTYCUN,18,17,1569941520000000000
GIGPTY,PTYCUN,18,34,1569941520000000000
UIOPTY,PTYCUN,18,26,1569941520000000000
CCSPTY,PTYCUN,18,22,1569941520000000000
EZEPTY,PTYCUN,18,31,1569941520000000000
GRUPTY,PTYCUN,18,24,1569941520000000000
MDEPTY,PTYCUN,18,22,1569941520000000000
SJUPTY,PTYCUN,18,24,1569941520000000000
LIMPTY,PTYCUN,18,26,1569941520000000000
MVDPTY,PTYCUN,18,22,1569941520000000000
GRUPTY,PTYCUN,18,27,1569941520000000000
GYEPTY,PTYCUN,18,18,1569941580000000000
MDEPTY,PTYCUN,18,23,1569941580000000000
BOGPTY,PTYCUN,18,18,1569941580000000000
POSPTY,PTYCUN,18,20,1569941580000000000
SJOPTY,PTYCUN,18,19,1569941580000000000
CLOPTY,PTYCUN,18,28,1569941580000000000
ROSPTY,PTYCUN,18,22,1569941580000000000
VVIPTY,PTYCUN,18,23,1569941580000000000
MDZPTY,PTYCUN,18,23,1569941580000000000
UIOPTY,PTYCUN,18,26,1569941580000000000
CORPTY,PTYCUN,18,26,1569941580000000000
GRUPTY,PTYCUN,18,24,1569941580000000000
MDEPTY,PTYCUN,18,22,1569941580000000000
SJUPTY,PTYCUN,18,24,1569941580000000000
LIMPTY,PTYCUN,18,26,1569941580000000000
LIMPTY,PTYCUN,18,22,1569941580000000000
POAPTY,PTYCUN,18,24,1569941580000000000
GRUPTY,PTYCUN,18,27,1569941580000000000
LIMPTY,PTYCUN,15,26,1569949920000000000
MDEPTY,PTYCUN,15,19,1569949920000000000
BSBPTY,PTYCUN,15,25,1569949920000000000
GRUPTY,PTYCUN,15,25,1569949920000000000
CTGPTY,PTYCUN,15,18,1569949920000000000
RECPTY,PTYCUN,15,17,1569949920000000000
BOGPTY,PTYCUN,15,23,1569949920000000000
EZEPTY,PTYCUN,15,22,1569949920000000000
HAVPTY,PTYCUN,15,18,1569949920000000000
SCLPTY,PTYCUN,15,23,1569949920000000000
MVDPTY,PTYCUN,15,22,1569949920000000000
LIMPTY,PTYCUN,15,22,1569949920000000000
SALPTY,PTYCUN,15,17,1569949920000000000
GUAPTY,PTYCUN,15,19,1569949920000000000
ASUPTY,PTYCUN,15,14,1569949920000000000
SDQPTY,PTYCUR,19,24,1569939180000000000
BOGPTY,PTYCUR,19,18,1569939180000000000
POSPTY,PTYCUR,19,20,1569939180000000000
CNFPTY,PTYCUR,19,21,1569939180000000000
HAVPTY,PTYCUR,19,9,1569939180000000000
CLOPTY,PTYCUR,19,28,1569939180000000000
GIGPTY,PTYCUR,19,34,1569939180000000000
ROSPTY,PTYCUR,19,22,1569939180000000000
CCSPTY,PTYCUR,19,22,1569939180000000000
CORPTY,PTYCUR,19,26,1569939180000000000
ASUPTY,PTYCUR,19,21,1569939180000000000
GRUPTY,PTYCUR,19,24,1569939180000000000
MIAPTY,PTYCUR,19,20,1569939180000000000
MDEPTY,PTYCUR,19,22,1569939180000000000
LIMPTY,PTYCUR,19,26,1569939180000000000
MVDPTY,PTYCUR,19,22,1569939180000000000
POAPTY,PTYCUR,19,24,1569939180000000000
SCLPTY,PTYCUR,19,19,1569939180000000000
GRUPTY,PTYCUR,19,27,1569939180000000000
LIMPTY,PTYDAV,3,23,1569933420000000000
MDEPTY,PTYDAV,3,22,1569933420000000000
JFKPTY,PTYDAV,3,17,1569933420000000000
LIMPTY,PTYDAV,13,26,1569963660000000000
MBJPTY,PTYDAV,13,15,1569963660000000000
CLOPTY,PTYDAV,13,28,1569963660000000000
GIGPTY,PTYDAV,13,34,1569963660000000000
BOGPTY,PTYDAV,13,24,1569963660000000000
MIAPTY,PTYDAV,13,17,1569963660000000000
MDEPTY,PTYDAV,13,22,1569963660000000000
MDEPTY,PTYDAV,13,19,1569963660000000000
BAQPTY,PTYDAV,13,14,1569963660000000000
MSYPTY,PTYDAV,13,17,1569963660000000000
SALPTY,PTYDAV,13,17,1569963660000000000
HAVPTY,PTYDAV,13,23,1569963660000000000
YULPTY,PTYDAV,13,21,1569963660000000000
GYEPTY,PTYEZE,25,18,1569959400000000000
SJOPTY,PTYEZE,25,20,1569959400000000000
MDEPTY,PTYEZE,25,23,1569959400000000000
ADZPTY,PTYEZE,25,11,1569959400000000000
SFOPTY,PTYEZE,25,26,1569959400000000000
DAVPTY,PTYEZE,25,12,1569959400000000000
CTGPTY,PTYEZE,25,18,1569959400000000000
MGAPTY,PTYEZE,25,14,1569959400000000000
CUNPTY,PTYEZE,25,21,1569959400000000000
LASPTY,PTYEZE,25,27,1569959400000000000
BOGPTY,PTYEZE,25,23,1569959400000000000
BOGPTY,PTYEZE,25,24,1569959400000000000
SDQPTY,PTYEZE,25,20,1569959400000000000
HAVPTY,PTYEZE,25,18,1569959400000000000
SDQPTY,PTYEZE,25,22,1569959400000000000
CUNPTY,PTYEZE,25,21,1569959400000000000
MTYPTY,PTYEZE,25,20,1569959400000000000
UIOPTY,PTYEZE,25,26,1569959400000000000
HAVPTY,PTYEZE,25,12,1569959400000000000
MIAPTY,PTYEZE,25,20,1569959400000000000
SJOPTY,PTYEZE,25,12,1569959400000000000
MEXPTY,PTYEZE,25,23,1569959400000000000
MEXPTY,PTYEZE,25,27,1569959400000000000
